code,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes
RU7WTEAM7---FRA01,W,FRA,France,France,Rugby Sevens,RU7,Women,12
RU7WTEAM7---GBR01,W,GBR,Great Britain,Great Britain,Rugby Sevens,RU7,Women,14
RU7WTEAM7---IRL01,W,IRL,Ireland,Ireland,Rugby Sevens,RU7,Women,14
RU7WTEAM7---JPN01,W,JPN,Japan,Japan,Rugby Sevens,RU7,Women,13
RU7WTEAM7---NZL01,W,NZL,New Zealand,New Zealand,Rugby Sevens,RU7,Women,12
RU7WTEAM7---RSA01,W,RSA,South Africa,South Africa,Rugby Sevens,RU7,Women,13
RU7WTEAM7---USA01,W,USA,United States,United States of America,Rugby Sevens,RU7,Women,12
SALM49ER----AUS01,M,AUS,Australia,Australia,Sailing,SAL,Men's Skiff,2
SALM49ER----AUT01,M,AUT,Austria,Austria,Sailing,SAL,Men's Skiff,2
SALM49ER----BEL01,M,BEL,Belgium,Belgium,Sailing,SAL,Men's Skiff,2
SALM49ER----BRA01,M,BRA,Brazil,Brazil,Sailing,SAL,Men's Skiff,2
SALM49ER----CAN01,M,CAN,Canada,Canada,Sailing,SAL,Men's Skiff,2
SALM49ER----CHN01,M,CHN,China,People's Republic of China,Sailing,SAL,Men's Skiff,2
SALM49ER----CRO01,M,CRO,Croatia,Croatia,Sailing,SAL,Men's Skiff,2
SALM49ER----DEN01,M,DEN,Denmark,Denmark,Sailing,SAL,Men's Skiff,2
SALM49ER----ESP01,M,ESP,Spain,Spain,Sailing,SAL,Men's Skiff,2
SALM49ER----FRA01,M,FRA,France,France,Sailing,SAL,Men's Skiff,2
SALM49ER----GBR01,M,GBR,Great Britain,Great Britain,Sailing,SAL,Men's Skiff,2
SALM49ER----GER01,M,GER,Germany,Germany,Sailing,SAL,Men's Skiff,2
SALM49ER----HKG01,M,HKG,"Hong Kong, China","Hong Kong, China",Sailing,SAL,Men's Skiff,2
SALM49ER----IRL01,M,IRL,Ireland,Ireland,Sailing,SAL,Men's Skiff,2
SALM49ER----NED01,M,NED,Netherlands,Netherlands,Sailing,SAL,Men's Skiff,2
SALM49ER----NZL01,M,NZL,New Zealand,New Zealand,Sailing,SAL,Men's Skiff,2
SALM49ER----POL01,M,POL,Poland,Poland,Sailing,SAL,Men's Skiff,2
SALM49ER----SUI01,M,SUI,Switzerland,Switzerland,Sailing,SAL,Men's Skiff,2
SALM49ER----URU01,M,URU,Uruguay,Uruguay,Sailing,SAL,Men's Skiff,2
SALM49ER----USA01,M,USA,United States,United States of America,Sailing,SAL,Men's Skiff,2
SALW49ERFX--AUS01,W,AUS,Australia,Australia,Sailing,SAL,Women's Skiff,2
SALW49ERFX--BEL01,W,BEL,Belgium,Belgium,Sailing,SAL,Women's Skiff,2
SALW49ERFX--BRA01,W,BRA,Brazil,Brazil,Sailing,SAL,Women's Skiff,2
SALW49ERFX--CAN01,W,CAN,Canada,Canada,Sailing,SAL,Women's Skiff,2
SALW49ERFX--CHN01,W,CHN,China,People's Republic of China,Sailing,SAL,Women's Skiff,2
SALW49ERFX--CZE01,W,CZE,Czechia,Czechia,Sailing,SAL,Women's Skiff,2
SALW49ERFX--DEN01,W,DEN,Denmark,Denmark,Sailing,SAL,Women's Skiff,2
SALW49ERFX--ESP01,W,ESP,Spain,Spain,Sailing,SAL,Women's Skiff,2
SALW49ERFX--FIN01,W,FIN,Finland,Finland,Sailing,SAL,Women's Skiff,2
SALW49ERFX--FRA01,W,FRA,France,France,Sailing,SAL,Women's Skiff,2
SALW49ERFX--GBR01,W,GBR,Great Britain,Great Britain,Sailing,SAL,Women's Skiff,2
SALW49ERFX--GER01,W,GER,Germany,Germany,Sailing,SAL,Women's Skiff,2
SALW49ERFX--ITA01,W,ITA,Italy,Italy,Sailing,SAL,Women's Skiff,2
SALW49ERFX--JPN01,W,JPN,Japan,Japan,Sailing,SAL,Women's Skiff,2
SALW49ERFX--NED01,W,NED,Netherlands,Netherlands,Sailing,SAL,Women's Skiff,2
SALW49ERFX--NOR01,W,NOR,Norway,Norway,Sailing,SAL,Women's Skiff,2
SALW49ERFX--NZL01,W,NZL,New Zealand,New Zealand,Sailing,SAL,Women's Skiff,2
SALW49ERFX--POL01,W,POL,Poland,Poland,Sailing,SAL,Women's Skiff,2
SALW49ERFX--SWE01,W,SWE,Sweden,Sweden,Sailing,SAL,Women's Skiff,2
SALW49ERFX--USA01,W,USA,United States,United States of America,Sailing,SAL,Women's Skiff,2
SALX470-----ANG01,X,ANG,Angola,Angola,Sailing,SAL,Mixed Dinghy,2
SALX470-----AUS01,X,AUS,Australia,Australia,Sailing,SAL,Mixed Dinghy,2
SALX470-----AUT01,X,AUT,Austria,Austria,Sailing,SAL,Mixed Dinghy,2
SALX470-----BRA01,X,BRA,Brazil,Brazil,Sailing,SAL,Mixed Dinghy,2
SALX470-----CHN01,X,CHN,China,People's Republic of China,Sailing,SAL,Mixed Dinghy,2
SALX470-----ESP01,X,ESP,Spain,Spain,Sailing,SAL,Mixed Dinghy,2
SALX470-----FRA01,X,FRA,France,France,Sailing,SAL,Mixed Dinghy,2
SALX470-----GBR01,X,GBR,Great Britain,Great Britain,Sailing,SAL,Mixed Dinghy,2
SALX470-----GER01,X,GER,Germany,Germany,Sailing,SAL,Mixed Dinghy,2
SALX470-----GRE01,X,GRE,Greece,Greece,Sailing,SAL,Mixed Dinghy,2
SALX470-----ISR01,X,ISR,Israel,Israel,Sailing,SAL,Mixed Dinghy,2
SALX470-----ITA01,X,ITA,Italy,Italy,Sailing,SAL,Mixed Dinghy,2
SALX470-----JPN01,X,JPN,Japan,Japan,Sailing,SAL,Mixed Dinghy,2
SALX470-----POR01,X,POR,Portugal,Portugal,Sailing,SAL,Mixed Dinghy,2
SALX470-----SLO01,X,SLO,Slovenia,Slovenia,Sailing,SAL,Mixed Dinghy,2
SALX470-----SUI01,X,SUI,Switzerland,Switzerland,Sailing,SAL,Mixed Dinghy,2
SALX470-----SWE01,X,SWE,Sweden,Sweden,Sailing,SAL,Mixed Dinghy,2
SALX470-----TUR01,X,TUR,Türkiye,Türkiye,Sailing,SAL,Mixed Dinghy,2
SALX470-----USA01,X,USA,United States,United States of America,Sailing,SAL,Mixed Dinghy,2
SALXNACRA17-ARG01,X,ARG,Argentina,Argentina,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-AUS01,X,AUS,Australia,Australia,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-AUT01,X,AUT,Austria,Austria,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-BEL01,X,BEL,Belgium,Belgium,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-BRA01,X,BRA,Brazil,Brazil,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-CHN01,X,CHN,China,People's Republic of China,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-DEN01,X,DEN,Denmark,Denmark,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-ESP01,X,ESP,Spain,Spain,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-FIN01,X,FIN,Finland,Finland,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-FRA01,X,FRA,France,France,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-GBR01,X,GBR,Great Britain,Great Britain,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-GER01,X,GER,Germany,Germany,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-ITA01,X,ITA,Italy,Italy,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-JPN01,X,JPN,Japan,Japan,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-NED01,X,NED,Netherlands,Netherlands,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-NZL01,X,NZL,New Zealand,New Zealand,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-SWE01,X,SWE,Sweden,Sweden,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-TUR01,X,TUR,Türkiye,Türkiye,Sailing,SAL,Mixed Multihull,2
SALXNACRA17-USA01,X,USA,United States,United States of America,Sailing,SAL,Mixed Multihull,2
SHOXAPMT----BUL01,X,BUL,Bulgaria,Bulgaria,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----CHN01,X,CHN,China,People's Republic of China,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----CHN02,X,CHN,China,People's Republic of China,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----FRA01,X,FRA,France,France,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----GER01,X,GER,Germany,Germany,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----GER02,X,GER,Germany,Germany,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----IND01,X,IND,India,India,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----IND02,X,IND,India,India,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----KAZ01,X,KAZ,Kazakhstan,Kazakhstan,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----KOR01,X,KOR,Korea,Republic of Korea,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----KOR02,X,KOR,Korea,Republic of Korea,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----LAT01,X,LAT,Latvia,Latvia,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----PAK01,X,PAK,Pakistan,Pakistan,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----SRB01,X,SRB,Serbia,Serbia,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----TUR01,X,TUR,Türkiye,Türkiye,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----TUR02,X,TUR,Türkiye,Türkiye,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXAPMT----UKR01,X,UKR,Ukraine,Ukraine,Shooting,SHO,10m Air Pistol Mixed Team,2
SHOXARMT----ALG01,X,ALG,Algeria,Algeria,Shooting,SHO,,
SHOXARMT----ARG01,X,ARG,Argentina,Argentina,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----AUT01,X,AUT,Austria,Austria,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----CHN01,X,CHN,China,People's Republic of China,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----CHN02,X,CHN,China,People's Republic of China,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----CZE01,X,CZE,Czechia,Czechia,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----EGY01,X,EGY,Egypt,Egypt,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----EGY02,X,EGY,Egypt,Egypt,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----FRA01,X,FRA,France,France,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----FRA02,X,FRA,France,France,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----GBR01,X,GBR,Great Britain,Great Britain,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----GER01,X,GER,Germany,Germany,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----HUN01,X,HUN,Hungary,Hungary,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----IND01,X,IND,India,India,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----IND02,X,IND,India,India,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----ITA01,X,ITA,Italy,Italy,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----JPN01,X,JPN,Japan,Japan,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----KAZ01,X,KAZ,Kazakhstan,Kazakhstan,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----KAZ02,X,KAZ,Kazakhstan,Kazakhstan,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----KOR01,X,KOR,Korea,Republic of Korea,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----KOR02,X,KOR,Korea,Republic of Korea,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----MEX01,X,MEX,Mexico,Mexico,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----MGL01,X,MGL,Mongolia,Mongolia,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----NOR01,X,NOR,Norway,Norway,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----NOR02,X,NOR,Norway,Norway,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----POL01,X,POL,Poland,Poland,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----POL02,X,POL,Poland,Poland,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----USA01,X,USA,United States,United States of America,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXARMT----USA02,X,USA,United States,United States of America,Shooting,SHO,10m Air Rifle Mixed Team,2
SHOXSKMT----AUS01,X,AUS,Australia,Australia,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----CHN01,X,CHN,China,People's Republic of China,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----CZE01,X,CZE,Czechia,Czechia,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----EGY01,X,EGY,Egypt,Egypt,Shooting,SHO,Skeet Mixed Team,
SHOXSKMT----FRA01,X,FRA,France,France,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----GER01,X,GER,Germany,Germany,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----GRE01,X,GRE,Greece,Greece,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----IND01,X,IND,India,India,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----ITA01,X,ITA,Italy,Italy,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----ITA02,X,ITA,Italy,Italy,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----KAZ01,X,KAZ,Kazakhstan,Kazakhstan,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----KOR01,X,KOR,Korea,Republic of Korea,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----PER01,X,PER,Peru,Peru,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----SWE01,X,SWE,Sweden,Sweden,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----USA01,X,USA,United States,United States of America,Shooting,SHO,Skeet Mixed Team,2
SHOXSKMT----USA02,X,USA,United States,United States of America,Shooting,SHO,Skeet Mixed Team,2
SWAWTEAM2---AUS01,W,AUS,Australia,Australia,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---AUT01,W,AUT,Austria,Austria,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---CAN01,W,CAN,Canada,Canada,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---CHN01,W,CHN,China,People's Republic of China,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---EGY01,W,EGY,Egypt,Egypt,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---ESP01,W,ESP,Spain,Spain,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---FRA01,W,FRA,France,France,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---GBR01,W,GBR,Great Britain,Great Britain,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---GRE01,W,GRE,Greece,Greece,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---ISR01,W,ISR,Israel,Israel,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---ITA01,W,ITA,Italy,Italy,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---JPN01,W,JPN,Japan,Japan,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---KOR01,W,KOR,Korea,Republic of Korea,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---MEX01,W,MEX,Mexico,Mexico,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---NED01,W,NED,Netherlands,Netherlands,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---NZL01,W,NZL,New Zealand,New Zealand,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---UKR01,W,UKR,Ukraine,Ukraine,Artistic Swimming,SWA,Duet,2
SWAWTEAM2---USA01,W,USA,United States,United States of America,Artistic Swimming,SWA,Duet,2
SWAWTEAM8---AUS01,O,AUS,Australia,Australia,Artistic Swimming,SWA,Team,9
SWAWTEAM8---CAN01,O,CAN,Canada,Canada,Artistic Swimming,SWA,Team,9
SWAWTEAM8---CHN01,O,CHN,China,People's Republic of China,Artistic Swimming,SWA,Team,9
SWAWTEAM8---EGY01,O,EGY,Egypt,Egypt,Artistic Swimming,SWA,Team,9
SWAWTEAM8---ESP01,O,ESP,Spain,Spain,Artistic Swimming,SWA,Team,9
SWAWTEAM8---FRA01,O,FRA,France,France,Artistic Swimming,SWA,Team,9
SWAWTEAM8---ITA01,O,ITA,Italy,Italy,Artistic Swimming,SWA,Team,9
SWAWTEAM8---JPN01,O,JPN,Japan,Japan,Artistic Swimming,SWA,Team,9
SWAWTEAM8---MEX01,O,MEX,Mexico,Mexico,Artistic Swimming,SWA,Team,9
SWAWTEAM8---USA01,O,USA,United States,United States of America,Artistic Swimming,SWA,Team,9
SWMM4X100MFRAUS01,M,AUS,Australia,Australia,Swimming,SWM,Men's 4 x 100m Freestyle Relay,5
SWMM4X100MFRBRA01,M,BRA,Brazil,Brazil,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRCAN01,M,CAN,Canada,Canada,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRCHN01,M,CHN,China,People's Republic of China,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRESP01,M,ESP,Spain,Spain,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRFRA01,M,FRA,France,France,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRGBR01,M,GBR,Great Britain,Great Britain,Swimming,SWM,Men's 4 x 100m Freestyle Relay,5
SWMM4X100MFRGER01,M,GER,Germany,Germany,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRGRE01,M,GRE,Greece,Greece,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRHUN01,M,HUN,Hungary,Hungary,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRISR01,M,ISR,Israel,Israel,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRITA01,M,ITA,Italy,Italy,Swimming,SWM,Men's 4 x 100m Freestyle Relay,6
SWMM4X100MFRPOL01,M,POL,Poland,Poland,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRSRB01,M,SRB,Serbia,Serbia,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRSWE01,M,SWE,Sweden,Sweden,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4
SWMM4X100MFRUSA01,M,USA,United States,United States of America,Swimming,SWM,Men's 4 x 100m Freestyle Relay,6
SWMM4X100MMDAUS01,M,AUS,Australia,Australia,Swimming,SWM,Men's 4 x 100m Medley Relay,5
SWMM4X100MMDAUT01,M,AUT,Austria,Austria,Swimming,SWM,Men's 4 x 100m Medley Relay,4
SWMM4X100MMDCAN01,M,CAN,Canada,Canada,Swimming,SWM,Men's 4 x 100m Medley Relay,5
SWMM4X100MMDCHN01,M,CHN,China,People's Republic of China,Swimming,SWM,Men's 4 x 100m Medley Relay,5
SWMM4X100MMDESP01,M,ESP,Spain,Spain,Swimming,SWM,Men's 4 x 100m Medley Relay,4
SWMM4X100MMDFRA01,M,FRA,France,France,Swimming,SWM,Men's 4 x 100m Medley Relay,6
SWMM4X100MMDGBR01,M,GBR,Great Britain,Great Britain,Swimming,SWM,Men's 4 x 100m Medley Relay,5
SWMM4X100MMDGER01,M,GER,Germany,Germany,Swimming,SWM,Men's 4 x 100m Medley Relay,5
SWMM4X100MMDIRL01,M,IRL,Ireland,Ireland,Swimming,SWM,Men's 4 x 100m Medley Relay,4
SWMM4X100MMDITA01,M,ITA,Italy,Italy,Swimming,SWM,Men's 4 x 100m Medley Relay,4
SWMM4X100MMDJPN01,M,JPN,Japan,Japan,Swimming,SWM,Men's 4 x 100m Medley Relay,4
SWMM4X100MMDKOR01,M,KOR,Korea,Republic of Korea,Swimming,SWM,Men's 4 x 100m Medley Relay,4
SWMM4X100MMDNED01,M,NED,Netherlands,Netherlands,Swimming,SWM,Men's 4 x 100m Medley Relay,4
SWMM4X100MMDPOL01,M,POL,Poland,Poland,Swimming,SWM,Men's 4 x 100m Medley Relay,4
SWMM4X100MMDSUI01,M,SUI,Switzerland,Switzerland,Swimming,SWM,Men's 4 x 100m Medley Relay,4
SWMM4X100MMDUSA01,M,USA,United States,United States of America,Swimming,SWM,Men's 4 x 100m Medley Relay,7
SWMM4X200MFRAUS01,M,AUS,Australia,Australia,Swimming,SWM,Men's 4 x 200m Freestyle Relay,6
SWMM4X200MFRBRA01,M,BRA,Brazil,Brazil,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRCAN01,M,CAN,Canada,Canada,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRCHN01,M,CHN,China,People's Republic of China,Swimming,SWM,Men's 4 x 200m Freestyle Relay,5
SWMM4X200MFRESP01,M,ESP,Spain,Spain,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRFRA01,M,FRA,France,France,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRGBR01,M,GBR,Great Britain,Great Britain,Swimming,SWM,Men's 4 x 200m Freestyle Relay,6
SWMM4X200MFRGER01,M,GER,Germany,Germany,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRGRE01,M,GRE,Greece,Greece,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRISR01,M,ISR,Israel,Israel,Swimming,SWM,Men's 4 x 200m Freestyle Relay,5
SWMM4X200MFRITA01,M,ITA,Italy,Italy,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRJPN01,M,JPN,Japan,Japan,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRKOR01,M,KOR,Korea,Republic of Korea,Swimming,SWM,Men's 4 x 200m Freestyle Relay,6
SWMM4X200MFRLTU01,M,LTU,Lithuania,Lithuania,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRSUI01,M,SUI,Switzerland,Switzerland,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4
SWMM4X200MFRUSA01,M,USA,United States,United States of America,Swimming,SWM,Men's 4 x 200m Freestyle Relay,7
SWMW4X100MFRAUS01,W,AUS,Australia,Australia,Swimming,SWM,Women's 4 x 100m Freestyle Relay,6
SWMW4X100MFRBRA01,W,BRA,Brazil,Brazil,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRCAN01,W,CAN,Canada,Canada,Swimming,SWM,Women's 4 x 100m Freestyle Relay,6
SWMW4X100MFRCHN01,W,CHN,China,People's Republic of China,Swimming,SWM,Women's 4 x 100m Freestyle Relay,5
SWMW4X100MFRDEN01,W,DEN,Denmark,Denmark,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRFRA01,W,FRA,France,France,Swimming,SWM,Women's 4 x 100m Freestyle Relay,5
SWMW4X100MFRGBR01,W,GBR,Great Britain,Great Britain,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRHKG01,W,HKG,"Hong Kong, China","Hong Kong, China",Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRHUN01,W,HUN,Hungary,Hungary,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRIRL01,W,IRL,Ireland,Ireland,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRITA01,W,ITA,Italy,Italy,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRNED01,W,NED,Netherlands,Netherlands,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRPOL01,W,POL,Poland,Poland,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRSLO01,W,SLO,Slovenia,Slovenia,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4
SWMW4X100MFRSWE01,W,SWE,Sweden,Sweden,Swimming,SWM,Women's 4 x 100m Freestyle Relay,5
SWMW4X100MFRUSA01,W,USA,United States,United States of America,Swimming,SWM,Women's 4 x 100m Freestyle Relay,6
SWMW4X100MMDAUS01,W,AUS,Australia,Australia,Swimming,SWM,Women's 4 x 100m Medley Relay,8
SWMW4X100MMDCAN01,W,CAN,Canada,Canada,Swimming,SWM,Women's 4 x 100m Medley Relay,7
SWMW4X100MMDCHN01,W,CHN,China,People's Republic of China,Swimming,SWM,Women's 4 x 100m Medley Relay,7
SWMW4X100MMDDEN01,W,DEN,Denmark,Denmark,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDFRA01,W,FRA,France,France,Swimming,SWM,Women's 4 x 100m Medley Relay,5
SWMW4X100MMDGBR01,W,GBR,Great Britain,Great Britain,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDGER01,W,GER,Germany,Germany,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDHKG01,W,HKG,"Hong Kong, China","Hong Kong, China",Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDIRL01,W,IRL,Ireland,Ireland,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDITA01,W,ITA,Italy,Italy,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDJPN01,W,JPN,Japan,Japan,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDNED01,W,NED,Netherlands,Netherlands,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDPOL01,W,POL,Poland,Poland,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDSGP01,W,SGP,Singapore,Singapore,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDSWE01,W,SWE,Sweden,Sweden,Swimming,SWM,Women's 4 x 100m Medley Relay,4
SWMW4X100MMDUSA01,W,USA,United States,United States of America,Swimming,SWM,Women's 4 x 100m Medley Relay,8
SWMW4X200MFRAUS01,W,AUS,Australia,Australia,Swimming,SWM,Women's 4 x 200m Freestyle Relay,6
SWMW4X200MFRBRA01,W,BRA,Brazil,Brazil,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRCAN01,W,CAN,Canada,Canada,Swimming,SWM,Women's 4 x 200m Freestyle Relay,5
SWMW4X200MFRCHN01,W,CHN,China,People's Republic of China,Swimming,SWM,Women's 4 x 200m Freestyle Relay,6
SWMW4X200MFRESP01,W,ESP,Spain,Spain,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRFRA01,W,FRA,France,France,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRGBR01,W,GBR,Great Britain,Great Britain,Swimming,SWM,Women's 4 x 200m Freestyle Relay,5
SWMW4X200MFRGER01,W,GER,Germany,Germany,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRHUN01,W,HUN,Hungary,Hungary,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
